week_start,store_id,location,region,channel,category,units_sold,unit_price,unit_cost,overhead_allocated
2024-06-10,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,26,25.98,8.72,520.0
2024-06-10,S06,"Fresno, CA",Central Valley,In-Store,Consoles,10,477.57,408.01,460.0
2024-06-10,S06,"Fresno, CA",Central Valley,In-Store,Video Games,45,65.01,38.8,460.0
2024-06-10,S06,"Fresno, CA",Central Valley,In-Store,Accessories,34,25.24,14.18,460.0
2024-06-10,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,17,72.3,35.32,460.0
2024-06-10,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,20,23.44,8.01,460.0
2024-06-10,S00,QuickCart Online,National,Online,Consoles,20,444.2,369.11,180.0
2024-06-10,S00,QuickCart Online,National,Online,Video Games,112,41.79,25.95,180.0
2024-06-10,S00,QuickCart Online,National,Online,Accessories,66,56.14,30.47,180.0
2024-06-10,S00,QuickCart Online,National,Online,Collectibles,46,41.91,19.12,180.0
2024-06-10,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,61,27.32,9.78,180.0
2024-06-17,S01,"Monterey, CA",Central Coast,In-Store,Consoles,8,465.41,376.23,480.0
2024-06-17,S01,"Monterey, CA",Central Coast,In-Store,Video Games,27,55.03,33.16,480.0
2024-06-17,S01,"Monterey, CA",Central Coast,In-Store,Accessories,28,23.53,12.64,480.0
2024-06-17,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,17,42.64,20.63,480.0
2024-06-17,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,21,21.13,7.28,480.0
2024-06-17,S02,"Salinas, CA",Central Coast,In-Store,Consoles,9,403.84,317.89,420.0
2024-06-17,S02,"Salinas, CA",Central Coast,In-Store,Video Games,41,52.79,31.5,420.0
2024-06-17,S02,"Salinas, CA",Central Coast,In-Store,Accessories,34,33.86,17.69,420.0
2024-06-17,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,18,33.16,16.22,420.0
2024-06-17,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,16,25.25,8.54,420.0
2024-06-17,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,10,426.4,355.05,440.0
2024-06-17,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,31,50.16,32.35,440.0
2024-06-17,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,24,31.84,17.17,440.0
2024-06-17,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,16,35.39,17.25,440.0
2024-06-17,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,23,9.03,3.15,440.0
2024-06-17,S04,"San Jose, CA",Bay Area,In-Store,Consoles,7,421.62,351.95,620.0
2024-06-17,S04,"San Jose, CA",Bay Area,In-Store,Video Games,26,59.87,38.3,620.0
2024-06-17,S04,"San Jose, CA",Bay Area,In-Store,Accessories,36,33.0,17.48,620.0
2024-06-17,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,11,45.81,22.5,620.0
2024-06-17,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,16,16.83,6.11,620.0
2024-06-17,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,7,476.35,400.5,520.0
2024-06-17,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,29,68.79,41.13,520.0
2024-06-17,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,29,14.38,8.03,520.0
2024-06-17,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,14,69.57,33.82,520.0
2024-06-17,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,17,19.29,6.88,520.0
2024-06-17,S06,"Fresno, CA",Central Valley,In-Store,Consoles,10,407.67,320.93,460.0
2024-06-17,S06,"Fresno, CA",Central Valley,In-Store,Video Games,41,56.69,34.74,460.0
2024-06-17,S06,"Fresno, CA",Central Valley,In-Store,Accessories,36,28.15,14.92,460.0
2024-06-17,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,13,24.9,12.02,460.0
2024-06-17,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,22,24.19,8.7,460.0
2024-06-17,S00,QuickCart Online,National,Online,Consoles,23,483.79,402.99,180.0
2024-06-17,S00,QuickCart Online,National,Online,Video Games,83,54.53,33.84,180.0
2024-06-17,S00,QuickCart Online,National,Online,Accessories,85,27.3,14.35,180.0
2024-06-17,S00,QuickCart Online,National,Online,Collectibles,45,85.83,41.18,180.0
2024-06-17,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,42,21.49,7.59,180.0
2024-06-24,S01,"Monterey, CA",Central Coast,In-Store,Consoles,8,496.77,427.18,480.0
2024-06-24,S01,"Monterey, CA",Central Coast,In-Store,Video Games,44,42.96,27.6,480.0
2024-06-24,S01,"Monterey, CA",Central Coast,In-Store,Accessories,30,30.44,17.05,480.0
2024-06-24,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,16,85.81,42.3,480.0
2024-06-24,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,15,10.69,3.65,480.0
2024-06-24,S02,"Salinas, CA",Central Coast,In-Store,Consoles,6,405.05,341.75,420.0
2024-06-24,S02,"Salinas, CA",Central Coast,In-Store,Video Games,36,57.86,35.88,420.0
2024-06-24,S02,"Salinas, CA",Central Coast,In-Store,Accessories,27,45.58,24.02,420.0
2024-06-24,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,15,62.12,29.15,420.0
2024-06-24,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,18,21.78,7.4,420.0
2024-06-24,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,10,452.64,367.11,440.0
2024-06-24,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,38,64.04,40.42,440.0
2024-06-24,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,22,45.44,25.57,440.0
2024-06-24,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,17,23.05,10.61,440.0
2024-06-24,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,20,20.33,7.19,440.0
2024-06-24,S04,"San Jose, CA",Bay Area,In-Store,Consoles,7,473.17,397.34,620.0
2024-06-24,S04,"San Jose, CA",Bay Area,In-Store,Video Games,29,60.24,38.1,620.0
2024-06-24,S04,"San Jose, CA",Bay Area,In-Store,Accessories,24,56.89,31.36,620.0
2024-06-24,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,17,69.45,32.23,620.0
2024-06-24,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,16,28.53,9.75,620.0
2024-06-24,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,10,476.14,372.06,520.0
2024-06-24,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,42,47.16,27.96,520.0
2024-06-24,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,32,39.95,21.04,520.0
2024-06-24,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,14,44.21,21.22,520.0
2024-06-24,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,21,18.19,6.21,520.0
2024-06-24,S06,"Fresno, CA",Central Valley,In-Store,Consoles,6,456.39,382.58,460.0
2024-06-24,S06,"Fresno, CA",Central Valley,In-Store,Video Games,31,54.26,32.11,460.0
2024-06-24,S06,"Fresno, CA",Central Valley,In-Store,Accessories,34,25.0,13.71,460.0
2024-06-24,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,13,29.51,14.78,460.0
2024-06-24,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,24,22.82,8.32,460.0
2024-06-24,S00,QuickCart Online,National,Online,Consoles,24,440.94,355.13,180.0
2024-06-24,S00,QuickCart Online,National,Online,Video Games,89,60.61,36.72,180.0
2024-06-24,S00,QuickCart Online,National,Online,Accessories,58,30.78,16.93,180.0
2024-06-24,S00,QuickCart Online,National,Online,Collectibles,45,31.55,15.6,180.0
2024-06-24,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,67,32.85,11.0,180.0
2024-07-01,S01,"Monterey, CA",Central Coast,In-Store,Consoles,8,427.23,362.41,480.0
2024-07-01,S01,"Monterey, CA",Central Coast,In-Store,Video Games,33,55.59,32.77,480.0
2024-07-01,S01,"Monterey, CA",Central Coast,In-Store,Accessories,24,39.37,21.23,480.0
2024-07-01,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,15,51.47,24.93,480.0
2024-07-01,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,20,28.32,9.61,480.0
2024-07-01,S02,"Salinas, CA",Central Coast,In-Store,Consoles,10,475.05,379.61,420.0
2024-07-01,S02,"Salinas, CA",Central Coast,In-Store,Video Games,26,51.3,30.96,420.0
2024-07-01,S02,"Salinas, CA",Central Coast,In-Store,Accessories,26,51.78,29.55,420.0
2024-07-01,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,18,19.1,9.31,420.0
2024-07-01,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,24,27.18,9.14,420.0
2024-07-01,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,8,422.82,346.44,440.0
2024-07-01,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,27,68.91,43.63,440.0
2024-07-01,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,22,55.46,31.71,440.0
2024-07-01,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,15,68.06,32.25,440.0
2024-07-01,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,26,11.12,3.73,440.0
2024-07-01,S04,"San Jose, CA",Bay Area,In-Store,Consoles,7,481.0,377.65,620.0
2024-07-01,S04,"San Jose, CA",Bay Area,In-Store,Video Games,37,52.05,33.77,620.0
2024-07-01,S04,"San Jose, CA",Bay Area,In-Store,Accessories,25,25.74,13.9,620.0
2024-07-01,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,17,68.05,33.43,620.0
2024-07-01,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,18,15.8,5.29,620.0
2024-07-01,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,7,476.99,394.45,520.0
2024-07-01,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,29,43.93,27.14,520.0
2024-07-01,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,27,38.12,21.94,520.0
2024-07-01,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,12,40.58,19.02,520.0
2024-07-01,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,16,12.94,4.61,520.0
2024-07-01,S06,"Fresno, CA",Central Valley,In-Store,Consoles,10,468.69,366.66,460.0
2024-07-01,S06,"Fresno, CA",Central Valley,In-Store,Video Games,42,48.83,29.04,460.0
2024-07-01,S06,"Fresno, CA",Central Valley,In-Store,Accessories,25,30.01,16.53,460.0
2024-07-01,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,16,37.21,18.74,460.0
2024-07-01,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,15,19.11,6.66,460.0
2024-07-01,S00,QuickCart Online,National,Online,Consoles,24,423.99,346.35,180.0
2024-07-01,S00,QuickCart Online,National,Online,Video Games,108,43.19,25.47,180.0
2024-07-01,S00,QuickCart Online,National,Online,Accessories,88,58.22,30.84,180.0
2024-07-01,S00,QuickCart Online,National,Online,Collectibles,44,45.06,21.91,180.0
2024-07-01,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,57,23.56,8.05,180.0
2024-07-08,S01,"Monterey, CA",Central Coast,In-Store,Consoles,10,401.18,314.64,480.0
2024-07-08,S01,"Monterey, CA",Central Coast,In-Store,Video Games,44,52.3,31.22,480.0
2024-07-08,S01,"Monterey, CA",Central Coast,In-Store,Accessories,35,51.32,27.75,480.0
2024-07-08,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,11,51.27,23.79,480.0
2024-07-08,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,21,29.54,10.23,480.0
2024-07-08,S02,"Salinas, CA",Central Coast,In-Store,Consoles,6,467.32,370.66,420.0
2024-07-08,S02,"Salinas, CA",Central Coast,In-Store,Video Games,30,44.61,27.05,420.0
2024-07-08,S02,"Salinas, CA",Central Coast,In-Store,Accessories,35,15.56,8.66,420.0
2024-07-08,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,12,39.66,18.87,420.0
2024-07-08,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,21,10.52,3.6,420.0
2024-07-08,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,7,418.95,356.75,440.0
2024-07-08,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,36,57.92,37.0,440.0
2024-07-08,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,33,58.52,33.09,440.0
2024-07-08,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,13,57.12,27.38,440.0
2024-07-08,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,25,21.56,7.46,440.0
2024-07-08,S04,"San Jose, CA",Bay Area,In-Store,Consoles,7,430.89,343.4,620.0
2024-07-08,S04,"San Jose, CA",Bay Area,In-Store,Video Games,43,62.36,36.96,620.0
2024-07-08,S04,"San Jose, CA",Bay Area,In-Store,Accessories,36,37.82,21.36,620.0
2024-07-08,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,18,87.18,40.17,620.0
2024-07-08,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,22,15.66,5.65,620.0
2024-07-08,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,10,404.59,348.23,520.0
2024-07-08,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,30,64.4,41.12,520.0
2024-07-08,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,26,51.77,29.46,520.0
2024-07-08,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,12,60.48,29.92,520.0
2024-07-08,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,23,31.85,10.62,520.0
2024-07-08,S06,"Fresno, CA",Central Valley,In-Store,Consoles,9,493.76,407.46,460.0
2024-07-08,S06,"Fresno, CA",Central Valley,In-Store,Video Games,37,44.65,29.03,460.0
2024-07-08,S06,"Fresno, CA",Central Valley,In-Store,Accessories,35,36.15,19.5,460.0
2024-07-08,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,14,25.32,11.83,460.0
2024-07-08,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,17,22.16,7.37,460.0
2024-07-08,S00,QuickCart Online,National,Online,Consoles,26,419.15,331.0,180.0
2024-07-08,S00,QuickCart Online,National,Online,Video Games,104,66.56,42.69,180.0
2024-07-08,S00,QuickCart Online,National,Online,Accessories,68,14.99,8.32,180.0
2024-07-08,S00,QuickCart Online,National,Online,Collectibles,46,73.21,36.36,180.0
2024-07-08,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,64,33.01,11.41,180.0
2024-07-15,S01,"Monterey, CA",Central Coast,In-Store,Consoles,10,438.56,345.27,480.0
2024-07-15,S01,"Monterey, CA",Central Coast,In-Store,Video Games,32,43.09,25.8,480.0
2024-07-15,S01,"Monterey, CA",Central Coast,In-Store,Accessories,36,49.63,28.55,480.0
2024-07-15,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,15,31.19,15.67,480.0
2024-07-15,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,23,32.22,11.6,480.0
2024-07-15,S02,"Salinas, CA",Central Coast,In-Store,Consoles,7,457.9,363.29,420.0
2024-07-15,S02,"Salinas, CA",Central Coast,In-Store,Video Games,32,59.65,35.6,420.0
2024-07-15,S02,"Salinas, CA",Central Coast,In-Store,Accessories,32,56.7,32.58,420.0
2024-07-15,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,14,88.6,44.51,420.0
2024-07-15,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,15,24.06,8.78,420.0
2024-07-15,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,10,421.09,347.56,440.0
2024-07-15,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,44,43.22,27.45,440.0
2024-07-15,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,25,58.21,30.95,440.0
2024-07-15,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,17,25.21,12.35,440.0
2024-07-15,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,22,31.17,10.85,440.0
2024-07-15,S04,"San Jose, CA",Bay Area,In-Store,Consoles,7,423.95,332.61,620.0
2024-07-15,S04,"San Jose, CA",Bay Area,In-Store,Video Games,31,42.24,24.88,620.0
2024-07-15,S04,"San Jose, CA",Bay Area,In-Store,Accessories,27,46.97,27.05,620.0
2024-07-15,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,17,53.52,25.38,620.0
2024-07-15,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,21,11.54,4.03,620.0
2024-07-15,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,10,464.1,387.68,520.0
2024-07-15,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,29,41.21,26.43,520.0
2024-07-15,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,26,28.34,16.29,520.0
2024-07-15,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,11,30.91,14.65,520.0
2024-07-15,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,23,22.68,8.25,520.0
2024-07-15,S06,"Fresno, CA",Central Valley,In-Store,Consoles,6,458.4,380.16,460.0
2024-07-15,S06,"Fresno, CA",Central Valley,In-Store,Video Games,36,39.93,25.85,460.0
2024-07-15,S06,"Fresno, CA",Central Valley,In-Store,Accessories,24,54.04,28.7,460.0
2024-07-15,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,11,33.39,15.53,460.0
2024-07-15,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,23,27.05,9.69,460.0
2024-07-15,S00,QuickCart Online,National,Online,Consoles,19,427.15,341.07,180.0
2024-07-15,S00,QuickCart Online,National,Online,Video Games,71,56.15,36.0,180.0
2024-07-15,S00,QuickCart Online,National,Online,Accessories,61,30.24,16.51,180.0
2024-07-15,S00,QuickCart Online,National,Online,Collectibles,33,65.34,31.68,180.0
2024-07-15,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,45,9.64,3.26,180.0
2024-07-22,S01,"Monterey, CA",Central Coast,In-Store,Consoles,7,407.19,345.37,480.0
2024-07-22,S01,"Monterey, CA",Central Coast,In-Store,Video Games,32,50.92,31.54,480.0
2024-07-22,S01,"Monterey, CA",Central Coast,In-Store,Accessories,31,18.1,10.0,480.0
2024-07-22,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,12,80.98,38.36,480.0
2024-07-22,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,20,15.58,5.43,480.0
2024-07-22,S02,"Salinas, CA",Central Coast,In-Store,Consoles,7,425.86,333.9,420.0
2024-07-22,S02,"Salinas, CA",Central Coast,In-Store,Video Games,41,59.02,35.08,420.0
2024-07-22,S02,"Salinas, CA",Central Coast,In-Store,Accessories,26,38.37,22.1,420.0
2024-07-22,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,15,57.75,28.66,420.0
2024-07-22,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,24,19.47,6.84,420.0
2024-07-22,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,10,446.48,380.09,440.0
2024-07-22,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,35,41.37,26.68,440.0
2024-07-22,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,32,36.59,20.93,440.0
2024-07-22,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,17,66.43,32.27,440.0
2024-07-22,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,16,27.93,9.46,440.0
2024-07-22,S04,"San Jose, CA",Bay Area,In-Store,Consoles,10,496.22,419.45,620.0
2024-07-22,S04,"San Jose, CA",Bay Area,In-Store,Video Games,29,51.7,33.62,620.0
2024-07-22,S04,"San Jose, CA",Bay Area,In-Store,Accessories,28,58.88,32.8,620.0
2024-07-22,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,17,37.05,18.51,620.0
2024-07-22,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,25,10.68,3.7,620.0
2024-07-22,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,8,431.61,346.0,520.0
2024-07-22,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,35,65.2,41.58,520.0
2024-07-22,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,31,37.52,20.47,520.0
2024-07-22,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,14,29.37,14.22,520.0
2024-07-22,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,23,32.49,11.85,520.0
2024-07-22,S06,"Fresno, CA",Central Valley,In-Store,Consoles,8,409.1,328.29,460.0
2024-07-22,S06,"Fresno, CA",Central Valley,In-Store,Video Games,37,49.32,30.31,460.0
2024-07-22,S06,"Fresno, CA",Central Valley,In-Store,Accessories,27,35.85,19.93,460.0
2024-07-22,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,11,38.28,17.72,460.0
2024-07-22,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,22,26.34,8.79,460.0
2024-07-22,S00,QuickCart Online,National,Online,Consoles,26,432.15,345.06,180.0
2024-07-22,S00,QuickCart Online,National,Online,Video Games,106,66.63,42.95,180.0
2024-07-22,S00,QuickCart Online,National,Online,Accessories,55,50.78,27.38,180.0
2024-07-22,S00,QuickCart Online,National,Online,Collectibles,33,53.41,26.14,180.0
2024-07-22,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,42,30.72,10.36,180.0
2024-07-29,S01,"Monterey, CA",Central Coast,In-Store,Consoles,13,443.31,375.36,480.0
2024-07-29,S01,"Monterey, CA",Central Coast,In-Store,Video Games,39,51.5,32.39,480.0
2024-07-29,S01,"Monterey, CA",Central Coast,In-Store,Accessories,30,23.51,13.35,480.0
2024-07-29,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,20,72.16,35.91,480.0
2024-07-29,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,30,21.88,7.4,480.0
2024-07-29,S02,"Salinas, CA",Central Coast,In-Store,Consoles,9,449.68,355.3,420.0
2024-07-29,S02,"Salinas, CA",Central Coast,In-Store,Video Games,53,65.38,38.63,420.0
2024-07-29,S02,"Salinas, CA",Central Coast,In-Store,Accessories,30,51.48,29.27,420.0
2024-07-29,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,16,50.95,25.48,420.0
2024-07-29,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,28,15.85,5.73,420.0
2024-07-29,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,10,462.54,365.02,440.0
2024-07-29,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,34,50.17,31.4,440.0
2024-07-29,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,30,53.17,29.5,440.0
2024-07-29,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,16,30.45,15.19,440.0
2024-07-29,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,29,26.22,8.98,440.0
2024-07-29,S04,"San Jose, CA",Bay Area,In-Store,Consoles,10,415.29,343.0,620.0
2024-07-29,S04,"San Jose, CA",Bay Area,In-Store,Video Games,56,64.71,40.71,620.0
2024-07-29,S04,"San Jose, CA",Bay Area,In-Store,Accessories,39,26.11,14.23,620.0
2024-07-29,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,13,73.62,36.28,620.0
2024-07-29,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,19,31.79,11.29,620.0
2024-07-29,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,11,399.85,319.76,520.0
2024-07-29,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,52,48.16,31.25,520.0
2024-07-29,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,39,33.07,17.96,520.0
2024-07-29,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,16,36.64,17.53,520.0
2024-07-29,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,28,29.61,10.26,520.0
2024-07-29,S06,"Fresno, CA",Central Valley,In-Store,Consoles,8,450.15,375.12,460.0
2024-07-29,S06,"Fresno, CA",Central Valley,In-Store,Video Games,53,50.23,31.6,460.0
2024-07-29,S06,"Fresno, CA",Central Valley,In-Store,Accessories,38,27.43,14.5,460.0
2024-07-29,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,14,88.19,42.93,460.0
2024-07-29,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,31,15.53,5.55,460.0
2024-07-29,S00,QuickCart Online,National,Online,Consoles,32,428.88,339.37,180.0
2024-07-29,S00,QuickCart Online,National,Online,Video Games,133,65.99,42.16,180.0
2024-07-29,S00,QuickCart Online,National,Online,Accessories,108,41.0,22.91,180.0
2024-07-29,S00,QuickCart Online,National,Online,Collectibles,51,69.49,33.87,180.0
2024-07-29,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,84,15.49,5.38,180.0
2024-08-05,S01,"Monterey, CA",Central Coast,In-Store,Consoles,10,402.53,336.94,480.0
2024-08-05,S01,"Monterey, CA",Central Coast,In-Store,Video Games,47,44.7,28.34,480.0
2024-08-05,S01,"Monterey, CA",Central Coast,In-Store,Accessories,31,38.06,21.53,480.0
2024-08-05,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,22,66.03,31.72,480.0
2024-08-05,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,30,30.02,10.9,480.0
2024-08-05,S02,"Salinas, CA",Central Coast,In-Store,Consoles,8,408.76,322.71,420.0
2024-08-05,S02,"Salinas, CA",Central Coast,In-Store,Video Games,39,63.25,40.25,420.0
2024-08-05,S02,"Salinas, CA",Central Coast,In-Store,Accessories,30,44.59,24.12,420.0
2024-08-05,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,14,43.87,21.57,420.0
2024-08-05,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,23,28.7,9.88,420.0
2024-08-05,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,9,428.41,363.63,440.0
2024-08-05,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,44,64.99,40.63,440.0
2024-08-05,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,44,17.2,9.83,440.0
2024-08-05,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,18,79.72,37.81,440.0
2024-08-05,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,23,10.35,3.75,440.0
2024-08-05,S04,"San Jose, CA",Bay Area,In-Store,Consoles,8,419.03,340.48,620.0
2024-08-05,S04,"San Jose, CA",Bay Area,In-Store,Video Games,47,66.2,40.87,620.0
2024-08-05,S04,"San Jose, CA",Bay Area,In-Store,Accessories,32,46.21,26.12,620.0
2024-08-05,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,18,63.17,29.34,620.0
2024-08-05,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,27,9.12,3.12,620.0
2024-08-05,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,12,415.86,350.02,520.0
